raw,Date,Time,Station
6/Nov YOX 10:13PM,06-Nov,10:13PM,NYOXPM
9-Nov 11:37AM YIH,09-Nov,11:37AM,NAMYIH
1:32PM YOH 10/Nov,10-Nov,1:32PM,PMYOHN
8-Nov 10:14AM Y:O:X,08-Nov,10:14AM,NAMYOX
Y-I-H 4:05PM 8/Nov,08-Nov,4:05PM,YIHPMN
YIX 8-Nov 5:28PM,08-Nov,5:28PM,YIXNPM
Y:I:X 7-Nov 1:26PM,07-Nov,1:26PM,YIXNPM
6:33PM Y-O-Z 8-Nov,08-Nov,6:33PM,PMYOZN
10:10AM 9-Nov Y-O-Z,09-Nov,10:10AM,AMNYOZ
10:27AM Y/I/X 7-Nov,07-Nov,10:27AM,AMYIXN
Y-I-Z 6-Nov 10:29AM,06-Nov,10:29AM,YIZNAM
9:34AM 7/Nov Y/I/Z,07-Nov,9:34AM,AMNYIZ
Y-O-Z 7-Nov 7:39PM,07-Nov,7:39PM,YOZNPM
7:58AM Y/O/Y 8-Nov,08-Nov,7:58AM,AMYOYN
6-Nov YOH 4:02PM,06-Nov,4:02PM,NYOHPM
Y-O-X 3:44PM 9/Nov,09-Nov,3:44PM,YOXPMN
6:22PM 7-Nov YIZ,07-Nov,6:22PM,PMNYIZ
Y/O/Y 10:24PM 7/Nov,07-Nov,10:24PM,YOYPMN
Y:I:X 9/Nov 11:27AM,09-Nov,11:27AM,YIXNAM
YOX 10:14AM 7-Nov,07-Nov,10:14AM,YOXAMN
3:34PM 7-Nov Y-I-W,07-Nov,3:34PM,PMNYIW
Y/I/Y 7/Nov 1:45PM,07-Nov,1:45PM,YIYNPM
9-Nov YOY 10:27PM,09-Nov,10:27PM,NYOYPM
Y/I/W 8/Nov 9:34AM,08-Nov,9:34AM,YIWNAM
9/Nov Y/O/Z 11:02AM,09-Nov,11:02AM,NYOZAM
Y-I-W 3:31PM 10/Nov,10-Nov,3:31PM,YIWPMN
2:05PM Y-O-Z 10-Nov,10-Nov,2:05PM,PMYOZN
8:40AM YIX 7-Nov,07-Nov,8:40AM,AMYIXN
8-Nov 7:46AM Y/I/X,08-Nov,7:46AM,NAMYIX
8-Nov 2:35PM Y:O:W,08-Nov,2:35PM,NPMYOW
Y/O/H 8/Nov 12:03PM,08-Nov,12:03PM,YOHNPM
10:46AM Y/O/X 7-Nov,07-Nov,10:46AM,AMYOXN
7:23AM 10/Nov Y-I-X,10-Nov,7:23AM,AMNYIX
Y-I-X 10-Nov 7:23PM,10-Nov,7:23PM,YIXNPM
Y:O:Y 8:39AM 6/Nov,06-Nov,8:39AM,YOYAMN
8/Nov YOW 7:45AM,08-Nov,7:45AM,NYOWAM
7/Nov 11:34PM Y/I/H,07-Nov,11:34PM,NPMYIH
9/Nov Y:I:Y 9:00AM,09-Nov,9:00AM,NYIYAM
Y/I/X 10-Nov 8:03AM,10-Nov,8:03AM,YIXNAM
9/Nov YOX 2:13PM,09-Nov,2:13PM,NYOXPM
Y/I/Z 10/Nov 7:59PM,10-Nov,7:59PM,YIZNPM
4:01PM Y/I/Z 6-Nov,06-Nov,4:01PM,PMYIZN
10:03AM 8/Nov Y/O/H,08-Nov,10:03AM,AMNYOH
Y-I-W 12:31PM 9-Nov,09-Nov,12:31PM,YIWPMN
9:05AM 8/Nov YOW,08-Nov,9:05AM,AMNYOW
Y:I:W 7/Nov 11:30AM,07-Nov,11:30AM,YIWNAM
7:17AM Y:I:Y 7-Nov,07-Nov,7:17AM,AMYIYN
10:35AM Y:I:H 8/Nov,08-Nov,10:35AM,AMYIHN
Y-I-H 9-Nov 12:37PM,09-Nov,12:37PM,YIHNPM
Y-I-Y 8-Nov 3:42PM,08-Nov,3:42PM,YIYNPM
9/Nov 4:59PM YIH,09-Nov,4:59PM,NPMYIH
6-Nov 8:12AM YOZ,06-Nov,8:12AM,NAMYOZ
Y-O-X 11:13PM 7-Nov,07-Nov,11:13PM,YOXPMN
8:23AM 9-Nov YIZ,09-Nov,8:23AM,AMNYIZ
5:26PM YIW 6-Nov,06-Nov,5:26PM,PMYIWN
6/Nov 9:01AM YIZ,06-Nov,9:01AM,NAMYIZ
7-Nov 5:34PM Y-O-Z,07-Nov,5:34PM,NPMYOZ
6-Nov 7:12PM YIY,06-Nov,7:12PM,NPMYIY
9:46AM 6/Nov Y/O/X,06-Nov,9:46AM,AMNYOX
10:03PM 9/Nov YOH,09-Nov,10:03PM,PMNYOH
11:07PM Y:O:W 6-Nov,06-Nov,11:07PM,PMYOWN
9/Nov 6:27PM Y:O:Y,09-Nov,6:27PM,NPMYOY
10-Nov 7:28PM Y/I/W,10-Nov,7:28PM,NPMYIW
3:03PM Y:O:Z 7-Nov,07-Nov,3:03PM,PMYOZN
Y:I:H 10-Nov 7:33AM,10-Nov,7:33AM,YIHNAM
9:44AM YIY 7/Nov,07-Nov,9:44AM,AMYIYN
1:30PM 6/Nov YIZ,06-Nov,1:30PM,PMNYIZ
10/Nov YIZ 8:43AM,10-Nov,8:43AM,NYIZAM
YIW 4:57PM 10/Nov,10-Nov,4:57PM,YIWPMN
9:19AM Y/O/Y 9-Nov,09-Nov,9:19AM,AMYOYN
10:34AM Y-O-W 6/Nov,06-Nov,10:34AM,AMYOWN
YIZ 7:19AM 7/Nov,07-Nov,7:19AM,YIZAMN
10-Nov Y-O-W 5:03PM,10-Nov,5:03PM,NYOWPM
Y:I:Z 10/Nov 10:03PM,10-Nov,10:03PM,YIZNPM
10-Nov Y-I-Y 8:38AM,10-Nov,8:38AM,NYIYAM
Y:I:Y 6/Nov 11:47AM,06-Nov,11:47AM,YIYNAM
Y/O/W 1:37PM 7-Nov,07-Nov,1:37PM,YOWPMN
9:15AM 6/Nov YIH,06-Nov,9:15AM,AMNYIH
9:14AM 10-Nov Y-I-Y,10-Nov,9:14AM,AMNYIY
8-Nov Y-I-Y 9:46AM,08-Nov,9:46AM,NYIYAM
8:15AM YIY 8/Nov,08-Nov,8:15AM,AMYIYN
9-Nov 1:18PM Y/I/X,09-Nov,1:18PM,NPMYIX
Y-I-Y 9-Nov 9:15AM,09-Nov,9:15AM,YIYNAM
5:06PM YIH 6-Nov,06-Nov,5:06PM,PMYIHN
9:32AM 6-Nov Y:I:Z,06-Nov,9:32AM,AMNYIZ
Y:I:Y 8/Nov 5:17PM,08-Nov,5:17PM,YIYNPM
7/Nov Y:O:Z 6:07PM,07-Nov,6:07PM,NYOZPM
5:59PM 6/Nov Y:I:Y,06-Nov,5:59PM,PMNYIY
Y-O-Z 7/Nov 2:37PM,07-Nov,2:37PM,YOZNPM
6-Nov 3:23PM Y/O/Y,06-Nov,3:23PM,NPMYOY
YOW 3:34PM 7/Nov,07-Nov,3:34PM,YOWPMN
YOX 9-Nov 8:33AM,09-Nov,8:33AM,YOXNAM
3:52PM Y/O/Y 8-Nov,08-Nov,3:52PM,PMYOYN
2:04PM 9/Nov Y-O-Z,09-Nov,2:04PM,PMNYOZ
8-Nov 6:49PM Y/I/X,08-Nov,6:49PM,NPMYIX
2:35PM Y:O:W 7-Nov,07-Nov,2:35PM,PMYOWN
6-Nov YOX 7:51AM,06-Nov,7:51AM,NYOXAM
7/Nov Y:O:Z 10:39AM,07-Nov,10:39AM,NYOZAM
Y-O-W 7-Nov 3:03PM,07-Nov,3:03PM,YOWNPM
Y/O/X 3:39PM 7/Nov,07-Nov,3:39PM,YOXPMN
Y:O:Y 9:24PM 10-Nov,10-Nov,9:24PM,YOYPMN
YOY 9:20PM 7/Nov,07-Nov,9:20PM,YOYPMN
8:34AM Y/I/Y 8-Nov,08-Nov,8:34AM,AMYIYN
8-Nov 3:04PM YOZ,08-Nov,3:04PM,NPMYOZ
Y-O-W 4:07PM 10-Nov,10-Nov,4:07PM,YOWPMN
9/Nov 1:34PM YIZ,09-Nov,1:34PM,NPMYIZ
6-Nov Y:I:X 4:23PM,06-Nov,4:23PM,NYIXPM
YOW 8-Nov 10:36AM,08-Nov,10:36AM,YOWNAM
10:22AM 10-Nov Y/O/Y,10-Nov,10:22AM,AMNYOY
8:41AM 6-Nov Y:I:Z,06-Nov,8:41AM,AMNYIZ
10:16AM 6-Nov YIY,06-Nov,10:16AM,AMNYIY
YOW 6:06PM 7-Nov,07-Nov,6:06PM,YOWPMN
3:45PM 6-Nov Y:O:X,06-Nov,3:45PM,PMNYOX
Y-O-H 2:31PM 10-Nov,10-Nov,2:31PM,YOHPMN
10/Nov Y-O-Z 11:59AM,10-Nov,11:59AM,NYOZAM
8-Nov 11:35AM Y/I/Z,08-Nov,11:35AM,NAMYIZ
6/Nov 12:11PM YOX,06-Nov,12:11PM,NPMYOX
11:27PM YIX 9-Nov,09-Nov,11:27PM,PMYIXN
7-Nov 4:37PM YOZ,07-Nov,4:37PM,NPMYOZ
6-Nov 3:49PM Y:I:Y,06-Nov,3:49PM,NPMYIY
Y:O:Y 7/Nov 4:50PM,07-Nov,4:50PM,YOYNPM
Y-I-W 8-Nov 1:02PM,08-Nov,1:02PM,YIWNPM
Y:O:H 9/Nov 7:43AM,09-Nov,7:43AM,YOHNAM
4:44PM YIY 8-Nov,08-Nov,4:44PM,PMYIYN
Y/I/Y 10/Nov 10:41AM,10-Nov,10:41AM,YIYNAM
7:18PM 6/Nov Y/O/Z,06-Nov,7:18PM,PMNYOZ
Y-O-H 1:30PM 8/Nov,08-Nov,1:30PM,YOHPMN
Y/O/H 10/Nov 7:41AM,10-Nov,7:41AM,YOHNAM
YIW 3:29PM 9/Nov,09-Nov,3:29PM,YIWPMN
Y:O:Y 6-Nov 11:20PM,06-Nov,11:20PM,YOYNPM
10/Nov Y/O/X 2:08PM,10-Nov,2:08PM,NYOXPM
Y-O-W 3:05PM 8-Nov,08-Nov,3:05PM,YOWPMN
11:33AM 8-Nov Y-O-H,08-Nov,11:33AM,AMNYOH
9/Nov 5:27PM YOW,09-Nov,5:27PM,NPMYOW
YOY 10/Nov 5:46PM,10-Nov,5:46PM,YOYNPM
3:17PM YOY 7/Nov,07-Nov,3:17PM,PMYOYN
7/Nov Y:O:Y 6:20PM,07-Nov,6:20PM,NYOYPM
9/Nov Y-O-Y 2:20PM,09-Nov,2:20PM,NYOYPM
Y-I-W 11:28AM 6/Nov,06-Nov,11:28AM,YIWAMN
7-Nov 12:44PM YOX,07-Nov,12:44PM,NPMYOX
Y:O:Z 1:44PM 9/Nov,09-Nov,1:44PM,YOZPMN
7/Nov YOH 10:31AM,07-Nov,10:31AM,NYOHAM
YOW 10/Nov 12:37PM,10-Nov,12:37PM,YOWNPM
10-Nov 7:37AM YIY,10-Nov,7:37AM,NAMYIY
Y/O/Y 6:40PM 10-Nov,10-Nov,6:40PM,YOYPMN
Y/I/Z 4:05PM 9/Nov,09-Nov,4:05PM,YIZPMN
10-Nov 1:24PM YIX,10-Nov,1:24PM,NPMYIX
10-Nov 9:20PM Y:I:Y,10-Nov,9:20PM,NPMYIY
9:29AM 6-Nov Y:I:X,06-Nov,9:29AM,AMNYIX
8/Nov Y/O/Z 2:32PM,08-Nov,2:32PM,NYOZPM
Y-I-W 6/Nov 1:30PM,06-Nov,1:30PM,YIWNPM
7/Nov Y-O-Y 11:57AM,07-Nov,11:57AM,NYOYAM
9:17AM 10-Nov Y:I:H,10-Nov,9:17AM,AMNYIH
8:35AM Y/I/H 9/Nov,09-Nov,8:35AM,AMYIHN
6-Nov 9:40AM Y:I:H,06-Nov,9:40AM,NAMYIH
8/Nov 2:02PM Y:O:H,08-Nov,2:02PM,NPMYOH
Y-O-Z 10/Nov 5:28PM,10-Nov,5:28PM,YOZNPM
1:38PM YIW 8-Nov,08-Nov,1:38PM,PMYIWN
Y-O-Z 10/Nov 11:08AM,10-Nov,11:08AM,YOZNAM
8-Nov Y/O/H 10:01PM,08-Nov,10:01PM,NYOHPM
5:25PM 6-Nov Y:O:W,06-Nov,5:25PM,PMNYOW
7/Nov 2:03PM Y/I/Z,07-Nov,2:03PM,NPMYIZ
Y/I/Z 9:03AM 8-Nov,08-Nov,9:03AM,YIZAMN
10:11AM Y:O:X 10-Nov,10-Nov,10:11AM,AMYOXN
10-Nov 8:53AM Y/I/H,10-Nov,8:53AM,NAMYIH
8/Nov Y/O/W 8:06PM,08-Nov,8:06PM,NYOWPM
3:31PM 7-Nov Y/I/Z,07-Nov,3:31PM,PMNYIZ
7-Nov YOH 9:01AM,07-Nov,9:01AM,NYOHAM
Y/O/H 6/Nov 7:42AM,06-Nov,7:42AM,YOHNAM
YIW 7-Nov 10:34AM,07-Nov,10:34AM,YIWNAM
YOH 6:03PM 9/Nov,09-Nov,6:03PM,YOHPMN
7/Nov Y:I:Y 8:17PM,07-Nov,8:17PM,NYIYPM
4:38PM 9-Nov YIW,09-Nov,4:38PM,PMNYIW
10/Nov Y:O:X 12:41PM,10-Nov,12:41PM,NYOXPM
YOZ 7:22PM 9/Nov,09-Nov,7:22PM,YOZPMN
11:44AM YIY 7/Nov,07-Nov,11:44AM,AMYIYN
9/Nov Y-I-W 1:04PM,09-Nov,1:04PM,NYIWPM
9/Nov Y/I/W 6:13PM,09-Nov,6:13PM,NYIWPM
6/Nov Y-O-Y 9:23PM,06-Nov,9:23PM,NYOYPM
Y-O-Z 8-Nov 4:05PM,08-Nov,4:05PM,YOZNPM
8-Nov 6:23PM Y/O/H,08-Nov,6:23PM,NPMYOH
8-Nov Y-O-Z 8:36PM,08-Nov,8:36PM,NYOZPM
Y:I:W 7/Nov 11:29PM,07-Nov,11:29PM,YIWNPM
6:10PM 8-Nov YOX,08-Nov,6:10PM,PMNYOX
10:33AM 10/Nov Y-O-H,10-Nov,10:33AM,AMNYOH
12:05PM Y-I-H 7/Nov,07-Nov,12:05PM,PMYIHN
Y-I-H 8:58AM 9/Nov,09-Nov,8:58AM,YIHAMN
10-Nov 3:37PM Y:I:H,10-Nov,3:37PM,NPMYIH
Y-O-Z 7:15PM 8-Nov,08-Nov,7:15PM,YOZPMN
Y-O-H 8/Nov 7:41AM,08-Nov,7:41AM,YOHNAM
Y-I-X 10/Nov 2:29PM,10-Nov,2:29PM,YIXNPM
7:40PM Y/I/H 7/Nov,07-Nov,7:40PM,PMYIHN
Y/I/Y 1:14PM 7-Nov,07-Nov,1:14PM,YIYPMN
Y/O/Y 2:46PM 9/Nov,09-Nov,2:46PM,YOYPMN
Y/I/Y 7-Nov 6:36PM,07-Nov,6:36PM,YIYNPM
Y/O/H 9-Nov 1:30PM,09-Nov,1:30PM,YOHNPM
7:59AM 6/Nov Y/O/Y,06-Nov,7:59AM,AMNYOY
8-Nov Y:O:W 4:06PM,08-Nov,4:06PM,NYOWPM
10/Nov 9:05PM Y:O:W,10-Nov,9:05PM,NPMYOW
YOY 9:47AM 8/Nov,08-Nov,9:47AM,YOYAMN
Y:I:H 8-Nov 5:08PM,08-Nov,5:08PM,YIHNPM
1:45PM Y:I:Y 9-Nov,09-Nov,1:45PM,PMYIYN
8/Nov YIH 12:36PM,08-Nov,12:36PM,NYIHPM
YIY 7/Nov 12:44PM,07-Nov,12:44PM,YIYNPM
9:29AM YOZ 6-Nov,06-Nov,9:29AM,AMYOZN
7/Nov 7:15PM Y-O-X,07-Nov,7:15PM,NPMYOX
Y-I-W 2:09PM 10-Nov,10-Nov,2:09PM,YIWPMN
3:59PM 8/Nov YIW,08-Nov,3:59PM,PMNYIW
Y/O/X 3:13PM 8-Nov,08-Nov,3:13PM,YOXPMN
8-Nov YIX 10:53AM,08-Nov,10:53AM,NYIXAM
8-Nov Y:I:Z 7:22AM,08-Nov,7:22AM,NYIZAM
Y-O-H 7/Nov 4:03PM,07-Nov,4:03PM,YOHNPM
8/Nov YIZ 5:04PM,08-Nov,5:04PM,NYIZPM
11:35AM 10-Nov YOW,10-Nov,11:35AM,AMNYOW
6:56PM 6-Nov YOZ,06-Nov,6:56PM,PMNYOZ
6-Nov 2:32PM Y/I/W,06-Nov,2:32PM,NPMYIW
YIX 9:30PM 8-Nov,08-Nov,9:30PM,YIXPMN
10:27PM 8-Nov Y/I/X,08-Nov,10:27PM,PMNYIX
10/Nov 1:34PM Y/I/H,10-Nov,1:34PM,NPMYIH
9:16AM Y/I/W 9-Nov,09-Nov,9:16AM,AMYIWN
6-Nov Y:O:X 5:11PM,06-Nov,5:11PM,NYOXPM
12:33PM 8/Nov Y-O-W,08-Nov,12:33PM,PMNYOW
YIH 6:18PM 10/Nov,10-Nov,6:18PM,YIHPMN
YOX 5:36PM 10/Nov,10-Nov,5:36PM,YOXPMN
4:24PM YOY 9/Nov,09-Nov,4:24PM,PMYOYN
YOX 11:11PM 10-Nov,10-Nov,11:11PM,YOXPMN
7:19PM 6-Nov Y/O/Y,06-Nov,7:19PM,PMNYOY
9-Nov YOH 9:00PM,09-Nov,9:00PM,NYOHPM
8/Nov YIW 7:32AM,08-Nov,7:32AM,NYIWAM
8-Nov 11:33PM Y:O:Z,08-Nov,11:33PM,NPMYOZ
10-Nov 5:04PM Y:O:Z,10-Nov,5:04PM,NPMYOZ
Y:I:Z 10/Nov 6:25PM,10-Nov,6:25PM,YIZNPM
10-Nov Y/I/H 6:59PM,10-Nov,6:59PM,NYIHPM
3:05PM Y/O/W 6-Nov,06-Nov,3:05PM,PMYOWN
10-Nov 8:38PM Y-I-H,10-Nov,8:38PM,NPMYIH
Y-O-X 6-Nov 5:33PM,06-Nov,5:33PM,YOXNPM
6:50PM Y-O-X 7/Nov,07-Nov,6:50PM,PMYOXN
8/Nov 11:47AM Y-O-X,08-Nov,11:47AM,NAMYOX
Y-I-X 7/Nov 11:23PM,07-Nov,11:23PM,YIXNPM
12:33PM 9-Nov Y-I-Z,09-Nov,12:33PM,PMNYIZ
9/Nov Y:O:X 2:39PM,09-Nov,2:39PM,NYOXPM
Y:O:W 6-Nov 3:36PM,06-Nov,3:36PM,YOWNPM
10-Nov Y/I/W 9:32AM,10-Nov,9:32AM,NYIWAM
Y-I-Z 1:34PM 10-Nov,10-Nov,1:34PM,YIZPMN
10/Nov 9:01AM Y/I/Z,10-Nov,9:01AM,NAMYIZ
8/Nov 5:36PM YOZ,08-Nov,5:36PM,NPMYOZ
7-Nov YIX 4:25PM,07-Nov,4:25PM,NYIXPM
YIX 3:22PM 8/Nov,08-Nov,3:22PM,YIXPMN
7/Nov 9:34PM YOZ,07-Nov,9:34PM,NPMYOZ
Y:I:Z 9/Nov 11:05AM,09-Nov,11:05AM,YIZNAM
Y:O:Y 6:02PM 8-Nov,08-Nov,6:02PM,YOYPMN
Y/O/H 8/Nov 5:02PM,08-Nov,5:02PM,YOHNPM
3:05PM 6/Nov Y:I:Z,06-Nov,3:05PM,PMNYIZ
8/Nov YOW 11:37AM,08-Nov,11:37AM,NYOWAM
9:04AM Y:I:X 6-Nov,06-Nov,9:04AM,AMYIXN
Y/O/W 6-Nov 6:06PM,06-Nov,6:06PM,YOWNPM
Y-O-H 9:03PM 6-Nov,06-Nov,9:03PM,YOHPMN
7/Nov Y:I:W 7:36PM,07-Nov,7:36PM,NYIWPM
Y/O/H 8:00PM 6-Nov,06-Nov,8:00PM,YOHPMN
10/Nov 4:05PM Y-I-W,10-Nov,4:05PM,NPMYIW
Y:O:X 10/Nov 4:44PM,10-Nov,4:44PM,YOXNPM
Y:O:W 11:07PM 9/Nov,09-Nov,11:07PM,YOWPMN
YOW 6-Nov 7:06PM,06-Nov,7:06PM,YOWNPM
Y/O/Z 9-Nov 9:31AM,09-Nov,9:31AM,YOZNAM
YOH 9:00AM 10-Nov,10-Nov,9:00AM,YOHAMN
8/Nov 7:07PM Y/O/W,08-Nov,7:07PM,NPMYOW
YOZ 5:08PM 8-Nov,08-Nov,5:08PM,YOZPMN
YOY 10:22PM 8-Nov,08-Nov,10:22PM,YOYPMN
10:17PM YIY 6-Nov,06-Nov,10:17PM,PMYIYN
10-Nov 4:05PM Y/O/Z,10-Nov,4:05PM,NPMYOZ
Y:I:Y 6/Nov 5:12PM,06-Nov,5:12PM,YIYNPM
Y-I-W 5:04PM 8/Nov,08-Nov,5:04PM,YIWPMN
6-Nov 5:01PM Y-I-W,06-Nov,5:01PM,NPMYIW
Y:O:W 10-Nov 6:47PM,10-Nov,6:47PM,YOWNPM
Y-O-H 10-Nov 6:43PM,10-Nov,6:43PM,YOHNPM
8:24AM 8/Nov YOW,08-Nov,8:24AM,AMNYOW
8/Nov 2:10PM Y:O:X,08-Nov,2:10PM,NPMYOX
6-Nov YOW 11:35AM,06-Nov,11:35AM,NYOWAM
Y:O:Y 3:56PM 6-Nov,06-Nov,3:56PM,YOYPMN
Y/I/Y 6:36PM 8/Nov,08-Nov,6:36PM,YIYPMN
1:03PM 9/Nov Y:O:H,09-Nov,1:03PM,PMNYOH
8-Nov Y/I/Y 2:16PM,08-Nov,2:16PM,NYIYPM
4:11PM 10-Nov Y/I/Y,10-Nov,4:11PM,PMNYIY
10:34AM Y-I-W 10-Nov,10-Nov,10:34AM,AMYIWN
9/Nov 10:32PM YIH,09-Nov,10:32PM,NPMYIH
8:37PM Y/I/H 6/Nov,06-Nov,8:37PM,PMYIHN
Y:O:H 3:32PM 6/Nov,06-Nov,3:32PM,YOHPMN
11:00AM Y-I-W 8-Nov,08-Nov,11:00AM,AMYIWN
7:48AM Y:I:X 9/Nov,09-Nov,7:48AM,AMYIXN
7:50AM 6/Nov Y-I-W,06-Nov,7:50AM,AMNYIW
YIX 8-Nov 8:45AM,08-Nov,8:45AM,YIXNAM
8:32AM 7-Nov Y-I-Y,07-Nov,8:32AM,AMNYIY
YIX 7-Nov 9:55AM,07-Nov,9:55AM,YIXNAM
7/Nov 11:30AM YIZ,07-Nov,11:30AM,NAMYIZ
10-Nov 7:52AM Y:I:Y,10-Nov,7:52AM,NAMYIY
2:29PM Y/I/W 9/Nov,09-Nov,2:29PM,PMYIWN
Y/I/W 10:34PM 8/Nov,08-Nov,10:34PM,YIWPMN
2:34PM 6/Nov YOW,06-Nov,2:34PM,PMNYOW
4:50PM Y:I:X 9/Nov,09-Nov,4:50PM,PMYIXN
10-Nov Y:I:Y 5:53PM,10-Nov,5:53PM,NYIYPM
8/Nov 4:57PM YIX,08-Nov,4:57PM,NPMYIX
3:52PM YIX 8/Nov,08-Nov,3:52PM,PMYIXN
9/Nov Y-I-H 6:16PM,09-Nov,6:16PM,NYIHPM
9:17PM 9-Nov Y-O-Y,09-Nov,9:17PM,PMNYOY
Y:O:Z 1:04PM 9/Nov,09-Nov,1:04PM,YOZPMN
5:40PM YOY 6-Nov,06-Nov,5:40PM,PMYOYN
9/Nov YOX 5:53PM,09-Nov,5:53PM,NYOXPM
YIW 8:32AM 9/Nov,09-Nov,8:32AM,YIWAMN
Y:I:Y 9-Nov 5:53PM,09-Nov,5:53PM,YIYNPM
10/Nov Y:I:Z 9:05PM,10-Nov,9:05PM,NYIZPM
6-Nov Y/I/Z 9:03PM,06-Nov,9:03PM,NYIZPM
Y:O:W 9-Nov 11:35AM,09-Nov,11:35AM,YOWNAM
7/Nov Y/I/X 5:01PM,07-Nov,5:01PM,NYIXPM
9/Nov 11:55AM Y-I-X,09-Nov,11:55AM,NAMYIX
4:33PM Y-I-Z 6-Nov,06-Nov,4:33PM,PMYIZN
8:00PM 7-Nov Y-O-H,07-Nov,8:00PM,PMNYOH
11:04AM 7/Nov Y-I-Z,07-Nov,11:04AM,AMNYIZ
4:51PM 9-Nov Y-O-Y,09-Nov,4:51PM,PMNYOY
8-Nov Y:I:X 12:23PM,08-Nov,12:23PM,NYIXPM
10:36PM Y/I/H 10/Nov,10-Nov,10:36PM,PMYIHN
Y/I/W 8-Nov 8:31AM,08-Nov,8:31AM,YIWNAM
9/Nov YOH 2:02PM,09-Nov,2:02PM,NYOHPM
2:58PM 8/Nov Y-I-X,08-Nov,2:58PM,PMNYIX
Y/I/H 8:36PM 9/Nov,09-Nov,8:36PM,YIHPMN
Y-O-Z 12:10PM 7-Nov,07-Nov,12:10PM,YOZPMN
8:24AM Y:I:Z 6-Nov,06-Nov,8:24AM,AMYIZN
9-Nov YOX 4:43PM,09-Nov,4:43PM,NYOXPM
Y/I/X 2:28PM 8/Nov,08-Nov,2:28PM,YIXPMN
1:27PM 9/Nov Y-I-H,09-Nov,1:27PM,PMNYIH
7:34PM YIH 9-Nov,09-Nov,7:34PM,PMYIHN
YIZ 7-Nov 8:20AM,07-Nov,8:20AM,YIZNAM
9/Nov 7:31PM YOZ,09-Nov,7:31PM,NPMYOZ
5:01PM YIZ 6-Nov,06-Nov,5:01PM,PMYIZN
Y/O/H 10/Nov 8:01PM,10-Nov,8:01PM,YOHNPM
Y:O:X 10-Nov 6:34PM,10-Nov,6:34PM,YOXNPM
Y:I:Y 9-Nov 7:12PM,09-Nov,7:12PM,YIYNPM
8:23PM 8-Nov Y:I:X,08-Nov,8:23PM,PMNYIX
10/Nov Y-O-W 1:37PM,10-Nov,1:37PM,NYOWPM
6-Nov 10:27AM Y:I:X,06-Nov,10:27AM,NAMYIX
Y:O:X 7/Nov 5:50PM,07-Nov,5:50PM,YOXNPM
YOZ 8/Nov 12:37PM,08-Nov,12:37PM,YOZNPM
YOH 7-Nov 4:33PM,07-Nov,4:33PM,YOHNPM
9:14AM 8/Nov Y:O:X,08-Nov,9:14AM,AMNYOX
10:58AM 8/Nov Y-O-Z,08-Nov,10:58AM,AMNYOZ
7-Nov YIW 12:25PM,07-Nov,12:25PM,NYIWPM
Y/I/H 8-Nov 7:55AM,08-Nov,7:55AM,YIHNAM
7:59PM YIZ 6-Nov,06-Nov,7:59PM,PMYIZN
7/Nov 5:21PM YIX,07-Nov,5:21PM,NPMYIX
6:04PM 8/Nov Y-I-W,08-Nov,6:04PM,PMNYIW
YIZ 7/Nov 10:35AM,07-Nov,10:35AM,YIZNAM
8/Nov Y/I/H 2:11PM,08-Nov,2:11PM,NYIHPM
10:11PM 7/Nov Y:I:Y,07-Nov,10:11PM,PMNYIY
YOW 4:08PM 7/Nov,07-Nov,4:08PM,YOWPMN
Y/O/Y 4:19PM 6-Nov,06-Nov,4:19PM,YOYPMN
YIW 9/Nov 7:27AM,09-Nov,7:27AM,YIWNAM
10-Nov 5:10PM Y:O:X,10-Nov,5:10PM,NPMYOX
7:36AM Y:I:X 7/Nov,07-Nov,7:36AM,AMYIXN
10-Nov 12:33PM Y-I-W,10-Nov,12:33PM,NPMYIW
11:16PM Y:I:Y 6/Nov,06-Nov,11:16PM,PMYIYN
YOY 6-Nov 7:21AM,06-Nov,7:21AM,YOYNAM
9/Nov 6:36PM Y:I:X,09-Nov,6:36PM,NPMYIX
Y/O/Z 4:35PM 6/Nov,06-Nov,4:35PM,YOZPMN
9/Nov YOH 4:33PM,09-Nov,4:33PM,NYOHPM
7-Nov 11:34PM Y-O-Z,07-Nov,11:34PM,NPMYOZ
7:03AM 10/Nov Y-O-H,10-Nov,7:03AM,AMNYOH
Y:I:Y 7/Nov 8:51AM,07-Nov,8:51AM,YIYNAM
6:54PM Y:I:W 10-Nov,10-Nov,6:54PM,PMYIWN
Y-O-X 12:15PM 7/Nov,07-Nov,12:15PM,YOXPMN
6:14PM Y:O:X 7-Nov,07-Nov,6:14PM,PMYOXN
6-Nov Y/I/H 10:37AM,06-Nov,10:37AM,NYIHAM
YOH 1:02PM 10/Nov,10-Nov,1:02PM,YOHPMN
7:38AM 7-Nov YIH,07-Nov,7:38AM,AMNYIH
7-Nov 2:06PM YOW,07-Nov,2:06PM,NPMYOW
7:53AM 6-Nov Y:I:H,06-Nov,7:53AM,AMNYIH
Y/O/Y 7/Nov 5:56PM,07-Nov,5:56PM,YOYNPM
9/Nov Y/O/X 7:09AM,09-Nov,7:09AM,NYOXAM
10/Nov YIX 10:49AM,10-Nov,10:49AM,NYIXAM
YIY 7-Nov 12:10PM,07-Nov,12:10PM,YIYNPM
6/Nov 7:03AM Y:I:Z,06-Nov,7:03AM,NAMYIZ
